reference_tip,nearest_asv,distance_to_nearest_asv,phylum_panel,taxonomic_panel,Phylum_clean,Class_clean,primary_accession,accession_candidates,arb_context,accession,version,definition,source,organism,isolation_source,geo_loc_name,clone,title,pubmed,reference_keyword,reference_label_keyword
Unc0oqs4,ASV_3474,0.01494,Crenarchaeota,Nitrososphaeria,Crenarchaeota,Nitrososphaeria,FJ584393,FJ584393;FJ584368,FJ584368 | An0 | .5@@ | IENA; RDP; | Arc-DA72 | China | Arc-DA72 | 1..939 | 1-939 | rict | 115547 | les; | EE5598 | ---G | Unc0oqs4 | FJ584393 | An0 | IENA; RDP; | Arc-DB94 | China | Arc-DB94 | 1..942 | 1-942 | rict | 115547 | E5A0EF | *I&^ | tJVz | n5v`40,NA,FJ584393.1,"Uncultured archaeon clone Arc-DB94 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,acidic red soil,China,Arc-DB94,NA,NA,soil; acidic,soil; acidic (FJ584393)
UncC1570,ASV_3474,0.00667,Crenarchaeota,Nitrososphaeria,Crenarchaeota,Nitrososphaeria,AJ535136,AJ535136,QDsans | QDsans | PDsans | KXI;Gemella; | TDsans0 | ENA; R | S15A-MN66 | sans | ^QB66 | 1..1488 | 1-1488 | 1379 | ep-well | E19A2D | UncC1570 | AJ535136 | ronment | Bte0 | IENA; RDP; | ER-140 | 21aF-958aR | ER-140 | 1..904 | 1-904 | 29281 | [`@@ | D9F1C | vFF8dam | S}NE,NA,AJ535136.1,"Uncultured crenarchaeote partial 16S rRNA gene, clone JG36-GR-140.",uncultured crenarchaeote,uncultured crenarchaeote             Archaea; Thermoproteota; environmental samples.,uranium mill tailings,"Germany:Saxony, Johanngeorgenstadt",JG36-GR-140,NA,NA,environmental,environmental (AJ535136)
UncA5795,ASV_3474,0.06047,Crenarchaeota,Nitrososphaeria,Crenarchaeota,Nitrososphaeria,AB364911,AB364911;AB364919,"Haraneosa0 | ENA; R | ovann | FFJ.; ;  | aera arane | 1..1478 | 1-1478 | D14.x | 15142250 | HTCC2160 s[C] | 256847 | arent | ntisp | 2E4654B | UncA5795 | AB364911 | An0 | ENA; R | CASN24 | JGCASN24. | 1..1429 | 1-1429 | H-RISE), | 115547 | 7Bs.@ | DCB4C | 728l | UncArch3 | AB364919",NA,AB364911.1,"Uncultured archaeon gene for 16S rRNA, partial sequence, clone:             CASN24.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,PCR-derived sequence from peat soil,,CASN24,NA,NA,soil; peat/wetland,soil; peat/wetland (AB364911)
Unc2qu8i,ASV_1184,0.05239,Crenarchaeota,Thermoprotei_and_minor_Crenarchaeota,Crenarchaeota,unclassified,MG825401,MG825401;MG825096,"lk., | UncTra22 | MG825096 | BYCDW29a | China | BYCDW29a | 1..1448 | 1-1448 | .B;  | 884166 | E34C94 | t@zC | /up#{]y | @pos | Unc2qu8i | MG825401 | An0 | DENA; | GZK-1 | GZK-1 | 1..919 | 1-919 | 115547 | Drest@ | E03D16 | &UOV | Ih8^ | /yk5A | GBKFa151",NA,MG825401.1,"Uncultured archaeon clone GZK-1 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,subtropics forest soil,,GZK-1,NA,NA,soil,soil (MG825401)
Unc048q4,ASV_1184,0.06268,Crenarchaeota,Thermoprotei_and_minor_Crenarchaeota,Crenarchaeota,unclassified,GU127577,GU127577;HQ327250,Unc04nv9 | HQ327250 | Bum0 | ENA; R | =C117 | TP-Snow | snow | 1..1503 | 1-1503 | 77133 | ARB_B9408565 | OxtA]e | +3GWi | 4tGk | Unc048q4 | GU127577 | protei | An0 | ENA; R | C1AS5CD04 | 2006 | C1AS5CD04 | ne; t | letric | 1..943 | 1-943 |  Czil | 115547 | anox,NA,GU127577.1,"Uncultured archaeon clone C1AS5CD04 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"sediment; sediment; anoxic zone;
                     tucurui hydroeletric power plant reservoir",Brazil,C1AS5CD04,NA,NA,sediment; freshwater,sediment; freshwater (GU127577)
UncE8450,ASV_1184,0.04514,Crenarchaeota,Thermoprotei_and_minor_Crenarchaeota,Crenarchaeota,unclassified,KJ566455,KJ566455,rrs2 | ociat | B9)0 | 2612597..2614036 | 1-2907287 | Fgkp612 | E n[G] | of M | Kogu | 634453 | >Danus@ | Ww= | :<>j8 | ^bh=<&i | UncE8450 | >Ae | KJ566455 | >Ae | >Ae | 0Ae | protei | ENA; R | =B;  | S1B04344af | S1B04 | 1..988 | 1-988 | }*B;  | 114243,NA,KJ566455.1,"Uncultured euryarchaeote clone S1B04344af 16S ribosomal RNA gene,             partial sequence.",uncultured euryarchaeote,uncultured euryarchaeote             Archaea; Methanobacteriati; Methanobacteriota; environmental             samples.,cold freshwater spring,,S1B04344af,NA,NA,freshwater; methanogen context,freshwater; methanogen context (KJ566455)
AKORBG16,ASV_1184,0.06995,Crenarchaeota,Thermoprotei_and_minor_Crenarchaeota,Crenarchaeota,unclassified,F68965,F68965,"50_28 | 366279..368183 | 1-629280 | Jcomms13219 | w[G] | 3PB;  | California, | 1797471 | E2134C | `Yv] | nz*, | ,TfF- | of,>s | txT_ | AKORBG16 | n8E50_20 | n8E50_20 | 40CM-2-53-6;f | 50-20 | 50-20 | 6-50-2 | F68965; | n8E50_20 | C8E50_20 | 7E50_200 | DENA; | raoz U | Ee, CO | 50_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,environmental,environmental (F68965)
Unc04b9n,ASV_25425,0.02371,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,FJ174739,FJ174739;FJ174732,FJ174732 | An0 | IENA; RDP; | Arc-R31 | Arc-R31 | 1..943 | 1-943 | rict | 115547 | les; | EE3DD3B | 4?~%0 | X*%! | hy='.yt | Unc04b9n | FJ174739 | An0 | IENA; RDP; | Arc-D60 | Arc-D60 | 1..913 | 1-913 | rict | 115547 | E512F3 | [y ? | {E@H | n\h' | Unc05c9l,NA,FJ174739.1,"Uncultured archaeon clone Arc-D60 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,red soil,China: Hunan,Arc-D60,NA,NA,soil,soil (FJ174739)
UncE8609,ASV_8226,0.0729,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,EU888335,EU888335;CP024499,244328 | <Bon@ | F3B3E29 | Klb14618 | CP024499 | Ka`0 | Kgq0 | t N. | 4940128..4941681 | 1-5234963 | KSB1_4E n[G] | 017 B | E0ECC8 | DtG|mh | UncE8609 | >Ae | EU888335 | >Ae | >Ae | 0Ae | ENA; R | soil | 1..922 | 1-922 | D11.x | 20002141 | D; ;  | 114243 | 1.1b,NA,EU888335.1,"Uncultured euryarchaeote clone A30 16S ribosomal RNA gene, partial             sequence.",uncultured euryarchaeote,uncultured euryarchaeote             Archaea; Methanobacteriati; Methanobacteriota; environmental             samples.,soil,Antarctica,A30,NA,NA,soil; methanogen context,soil; methanogen context (EU888335)
Unc04bn0,ASV_25834,0.02397,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,KC604511,KC604511;E21724,"Bum0 | ENA; R | Apal_O04 | Apal_O04 | 1..1412 | 1-1412 | Kone.0009554 | 77133 | vide | Dtats@ | C319 | EE5B0D | i?~%5 | `y|B< | Unc04bn0 | KC604511 | An0 | IENA; RDP; | h#B;  | ARC5_4_E01 | ARC5_4 | C13)0 | 1..912 | 1-912 | bolt | 115547 | E21724 | 85Uq | cX,+",NA,KC604511.1,"Uncultured archaeon clone ARC5_4_E01 16S ribosomal RNA gene,             partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,groundwater,,ARC5_4_E01,NA,NA,environmental,environmental (KC604511)
Unc04b7f,ASV_25834,0.07877,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,KC604462,KC604462;GU117976,Unc58464 | GU117976 | Bum0 | ENA; R | Acer_B17 | Acer | 1..1477 | 1-1477 | Kone.0009554 | 77133 | vide | Dtats@ | iF932559 | NPoSE | Unc04b7f | KC604462 | An0 | IENA; RDP; | h#B;  | ARC4_C03 | ARC4 | C13)0 | 1..913 | 1-913 | bolt | 115547 | E6E561 | GV2Pse63 | =DAT10,NA,KC604462.1,"Uncultured archaeon clone ARC4_C03 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,groundwater,,ARC4_C03,NA,NA,environmental,environmental (KC604462)
Unc04uhr,ASV_12063,0.03268,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,AJ631245,AJ631245,3:5583-5 | } B1)0 | 18098..19639 | 1-2167264 | Ee RNA | 21914890 | Dn[G] | DEmicus | Number | 1051072 | C246@ | EB59AF | NuL2 | )7w- | Unc04uhr | AJ631245 | An0 | ENA; R | [B;  | HSWK20 | PFHSWK20 | whitish | th a | rchaeal | trings-of-pearls | D004)0 | 1..973 | 1-973 | B720,NA,AJ631245.1,"Uncultured archaeon partial 16S rRNA gene, clone HSWK20.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"sulfidic surface waters from whitish
                     biomaterial with a macroscopic appearance reminiscent of
                     the archaeal and bacterial strings-of-pearls communities",,HSWK20,NA,NA,environmental,environmental (AJ631245)
Unc04bdf,ASV_12063,0.00549,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,JQ684419,JQ684419;JN012899,"6\E0 | >R""h | Unc91750 | JN012899 | Bum0 | ENA; R | dash | 5_C4_8 | 5_C4_8 | 1..1443 | 1-1443 | 77133 | ARB_7714F827 | ~]kz | Unc04bdf | JQ684419 | An0 | 3A1@ | IENA; RDP; | HWGA-12 | unlu | 1..914 | 1-914 | 115547 | Pass, | ARB_DB4BF94E | 8s\} | =TmXt | UncVar29",NA,JQ684419.1,"Uncultured archaeon clone HWGA-12 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"permafrost soil samples from Kunlun
                     Mountains Pass, Mt. Kunlun",China: Qinghai-Tibet Plateau,HWGA-12,NA,NA,soil,soil (JQ684419)
Unc04b16,ASV_8396,0.02194,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,JQ684425,JQ684425;JQ684414,"Unc0alj3 | JQ684414 | An0 | 3A1@ | IENA; RDP; | HWGA-7 | HWGA-7 | unlu | 1..913 | 1-913 | 115547 | Pass, | DEA86 | z;nQ/ | Unc04b16 | JQ684425 | An0 | IENA; RDP; | HWGA-18 | unlu | 1..914 | 1-914 | 115547 | Pass, | ARB_1B4E4690 | ""S@M\ | ""2{< | v@/{ | Z0#j",NA,JQ684425.1,"Uncultured archaeon clone HWGA-18 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"permafrost soil samples from Kunlun
                     Mountains Pass, Mt. Kunlun",China: Qinghai-Tibet Plateau,HWGA-18,NA,NA,soil,soil (JQ684425)
Unc04b4w,ASV_13050,0.01317,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,JQ684424,JQ684424;JN012927;JN012904,"gE19626 | Unc80853 | JN012904 | Bum0 | ENA; R | dash | 5_C4_21 | 5_C4_21 | 1..1452 | 1-1452 | 77133 | ARB_3A9AF2B8 | 5adh | ,9~E | Unc04b4w | JQ684424 | An0 | IENA; RDP; | HWGA-17 | unlu | 1..914 | 1-914 | 115547 | Pass, | ARB_DB998455 | jjgZ | 7-`A | Unc62320 | JN012927",NA,JQ684424.1,"Uncultured archaeon clone HWGA-17 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"permafrost soil samples from Kunlun
                     Mountains Pass, Mt. Kunlun",China: Qinghai-Tibet Plateau,HWGA-17,NA,NA,soil,soil (JQ684424)
Unc04bn2,ASV_13050,0.00661,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,KC604518,KC604518;AJ831119,BIuricauda; | Bum0 | ENA; R | Apal_M01 | Apal_M01 | 1..1446 | 1-1446 | Kone.0009554 | 77133 | vide | Dtats@ | 5Huricauda | E042EB | NvX#K?* | Unc04bn2 | KC604518 | An0 | IENA; RDP; | h#B;  | arcBiof_1225 | arcBiof_ | C13)0 | 1..912 | 1-912 | bolt | 115547 | ARB_6B2CAA78 | UniArc73 | AJ831119,NA,KC604518.1,"Uncultured archaeon clone arcBiof_1225 16S ribosomal RNA gene,             partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,groundwater,,arcBiof_1225,NA,NA,environmental,environmental (KC604518)
Unc04bj5,ASV_5287,0.02741,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,unclassified,KC604530,KC604530;AJ831124,UniArc76 | AJ831124 | ENA; R | *B;  | PC321 | B6)0 | 1..1050 | 1-1050 | 1048 | AB;  | 13776 | landfill | ARB_7B68A88D | g<sC | Unc04bj5 | KC604530 | An0 | 6&@@ | IENA; RDP; | h#B;  | Archaea_CSbiofilm_18_H03 | a_CS | C13)0 | 1..912 | 1-912 | bolt | 115547 | D2D00 | Unc04boi,NA,KC604530.1,"Uncultured archaeon clone Archaea_CSbiofilm_18_H03 16S ribosomal             RNA gene, partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,groundwater,,Archaea_CSbiofilm_18_H03,NA,NA,environmental,environmental (KC604530)
Unc03m7g,ASV_8134,0.06415,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,EU647179,EU647179,"nkat | 1P-1-G09 | 1P-1 | 1..1279 | 1-1279 | 158753 | oenix | EEAD9B | 9RKGu | ?{/Mxp | ""4Gshl | b#{p\ | ;(l^ | pC~g | Unc03m7g | EU647179 | An0 | ENA; R | AYB;  | D0760_05_L | D0760_05_L | thods 75 | 1..1319 | 1-1319 | mimet | 18621084 | GD; ;  | 115547 | ARB_35172FD8",NA,EU647179.1,"Uncultured archaeon clone D0760_05_L small subunit ribosomal RNA             gene, partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,contaminated aquifer sediment,,D0760_05_L,NA,NA,sediment,sediment (EU647179)
Unc03g52,ASV_8134,0.05831,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,HM187523,HM187523,An0 | ENA; R | DS387 | HDBA_SITS387 | 1..1315 | 1-1315 | 115547 | E9F33A | GNd4 | kreZ | +ip: | ]YK_~Slp+ | ge7G | v.1v | Unc03g52 | HM187523 | An0 | ENA; R | DS412 | HDBA_SITS412 | 1..1333 | 1-1333 | 115547 | ED08AD | E$p7 | -@Y{ | c/qp* | @\? | @G!ue,NA,HM187523.1,"Uncultured archaeon clone HDBA_SITS412 16S ribosomal RNA gene,             partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"saturated zone of the Hanford Site 300
                     Area subsurface",USA,HDBA_SITS412,NA,NA,environmental,environmental (HM187523)
Unc049ji,ASV_42,0.12995,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,AY186067,AY186067;FN820400,"UncA9394 | FN820400 | An0 | ENA; R | 1..1378 | 1-1378 | CUM. | 115547 | *F;SG8-5 | E050A5 | v@zG1 | r76F | Cp.Y$ | 3%*r77 | Unc049ji | AY186067 | An0 | ENA; R | ilde | elbl | EA1B12 | guill | ""A)0 | 1..931 | 1-931 | D00.x | B870 | tvig | Dahm",NA,AY186067.1,"Uncultured archaeon clone EA1B12 16S small subunit ribosomal RNA             gene, partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,ferromanganese deposit,"USA: Lechuguilla Cave, Carlsbad Caverns
                     National Park, NM",EA1B12,NA,NA,environmental,environmental (AY186067)
Unc053b6,ASV_42,0.08215,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,KT165053,KT165053;KT165058;KT165050,oa<b | Unc053di | KT165050 | An0 | IENA; RDP; | A103 | China | A103 | 1..919 | 1-919 | 115547 | Dgena | EA250E | h;<6h9='.yt@ | Unc053b6 | KT165053 | An0 | IENA; RDP; | A110 | China | 1..914 | 1-914 | 115547 | D8B8F | zN\e | Unc053dj | KT165058 | An0 | IENA; RDP;,NA,KT165053.1,"Uncultured archaeon clone A110 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"soil of Lake Distriction of Bird Island
                     Protection Station in Jinhe's Main Lake Inlet in the Lake
                     Ebinur",China,A110,NA,NA,soil; freshwater,soil; freshwater (KT165053)
Unc03f27,ASV_755,0.02426,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,HM187550,HM187550;HM187541,"/hp0v | #{vb | +xdl| | Unc03i85 | HM187541 | An0 | ENA; R | DS599 | HDBA_SITS599 | 1..1329 | 115547 | les; | ARB_D128ED51 | ""Hv. | Unc03f27 | HM187550 | An0 | ?'@@ | ENA; R | DU404 | HDBA_SITU404 | 1..1335 | 1-1335 | 115547 | C541 | +bv* | P}|= | rbvl | Unc03i86",NA,HM187550.1,"Uncultured archaeon clone HDBA_SITU404 16S ribosomal RNA gene,             partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"saturated zone of the Hanford Site 300
                     Area subsurface",USA,HDBA_SITU404,NA,NA,environmental,environmental (HM187550)
Unc047y0,ASV_1079,0.02208,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,FJ936676,FJ936676;CP014657,"ssaly, | 100272 | L. Karl | NDured | ED82D9 | ----- | G8D18189 | CP014657 | eB;  | USMARC | 1241638..1243191 | 1-4704371 | 1454586 | |cF~ | Unc047y0 | FJ936676 | An0 | IENA; RDP; | ^FR.; ;  | kaa113 | kaa113 | taken | 1..990 | 1-990 | org- | Lower- | 115547 | nsky | E07E5B",NA,FJ936676.1,"Uncultured archaeon clone kaa113 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"volcano mud taken at the city
                     Avachinsky on the islands Kamchatka",,kaa113,NA,NA,environmental,environmental (FJ936676)
Unc05ftw,ASV_755,0.02381,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,KF964420,KF964420;JN520391,"JN520391 | ENA; R | egory | genhol | SBZH_5366 | Cmat | +B3) | 1..1412 | 1-1412 | CUSA | 155900 | errero Negro | EFF401 | ;<>do | Unc05ftw | KF964420 | An0 | *A8@ | ENA; R | DM1_3 | DM1_3 | 1..914 | 1-914 | Reitschu | 115547 | HDDB2F | ""{b- | 8W/x | j.1v",NA,KF964420.1,"Uncultured archaeon clone DM1_3 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,alpine cave and moonmilk deposits,Austria,DM1_3,NA,NA,environmental,environmental (KF964420)
UncA8749,ASV_755,0.03142,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,AB294258,AB294258,"TKFS.; ;  | Ceripo | subverm | Fungi | 1..1671 | 1-1671 | CBS 525 | kB;  | 42742 | atop | KGelatoporia | ARB_AE3B389F | Vp~U | #wp8 | UncA8749 | AB294258 | An0 | ENA; R | FY.; ;  | SWA02 | JFSWA02. | ?J=q0 | 1..1398 | 1-1398 | ganu | 5-3 s | 115547 | E4B6AA | Ay@""",NA,AB294258.1,"Uncultured archaeon gene for 16S rRNA, partial sequence, clone:             SWA02.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,stream,Japan:Hokkaido,SWA02,NA,NA,environmental,environmental (AB294258)
Unc05u3w,ASV_42,0.07963,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmata_plus_unclassified,Thermoplasmatota,Thermoplasmata,KX077309,KX077309;CP011602,"An0 | DENA; | 1B;  | OTU37 | OTU37 | soil | 1..912 | 1-912 | 2""B;  | 115547 | EAE7F8 | iD> | ud]| | :K/Z | Unc05u3w | KX077309 | An0 | DENA; | 1B;  | OTU45 | OTU45 | soil | 1..914 | 1-914 | 2""B;  | 115547 | EDD9F6 | KlvInt33 | CP011602",NA,KX077309.1,"Uncultured archaeon clone OTU45 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,soil,"China: Chongxi wetland, Shanghai",OTU45,NA,NA,soil; peat/wetland,soil; peat/wetland (KX077309)
UncE8635,ASV_963,0.00874,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,EU888367,EU888367,ENA; R | WA_06f | MWatson's Reef | lone WA_06f | [Gsiderea | k#As | B8)0 | 1..1426 | 1-1426 | 00 SW | 91750 | host | xEAF4CA | /6j9 | UncE8635 | >Ae | EU888367 | >Ae | >Ae | 0Ae | ENA; R | soil | 1..916 | 1-916 | D11.x | 20002141 | D; ;  | 114243 | 1.1b,NA,EU888367.1,"Uncultured euryarchaeote clone Q14 16S ribosomal RNA gene, partial             sequence.",uncultured euryarchaeote,uncultured euryarchaeote             Archaea; Methanobacteriati; Methanobacteriota; environmental             samples.,soil,Antarctica,Q14,NA,NA,soil; methanogen context,soil; methanogen context (EU888367)
Unc048f0,ASV_2034,0.0211,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,HQ910244,HQ910244;HQ910250;CP025225,"CP025225 | HYK0 | H_X0 | GDaejeon | Eb1 c | 4741451..4743000 | 1-4796512 | CR-Eb1 n[G] | ious | 69218 | E0803E | xse&Z | Y#Co | !~hG^ | Unc048f0 | HQ910244 | An0 | IENA; RDP; | P-1_A2 | P-1_A2 | Coil | 1..949 | 1-949 | Amst | 115547 | ""8F(Utah)@ | E9D875 | Unc43980 | HQ910250",NA,HQ910244.1,"Uncultured archaeon clone P-1_A2 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,desert soil,"USA: Utah, Mars Desert Research Station",P-1_A2,NA,NA,soil; marine,soil; marine (HQ910244)
Unc2qtev,ASV_3464,0.0415,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,KX771238,KX771238;KX771267,ENA; R | M2_178_D5 | M2_178_D5 | 4Fontent | 1..1498 | 1-1498 | <{Bey | 77133 | Fhauera | DAD64 | g.yo | y3OBg | .Z;L | j;LJk | Unc2qtev | KX771238 | An0 |  Cati | 1..1401 | 1-1401 | CB;  | CUSA | 115547 | E565B2 | DY{v | 'q`B? | Unc2qtew | KX771267 | Bum0,NA,KX771238.1,"Uncultured archaeon clone Kili_11H_N7_18S_p2 16S ribosomal RNA             gene, partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"periglacial environment on the top of
                     Mt. Kilimanjaro",Tanzania,Kili_11H_N7_18S_p2,NA,NA,environmental,environmental (KX771238)
Unc2qu6v,ASV_3464,0.06722,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,KX771236,KX771236;J131029.111,marow | ncd2470g11c1 | ncd247 | Cens0 | 1..1347 | 1-1347 | Ftgtrca | J131029.111 | (NIH) | 77133 | D873B | tGZl-' | @[E | ?K#[ | Unc2qu6v | KX771236 | An0 | Kili_07D |  Cati | Kili_07D | 1..1402 | 1-1402 | CB;  | CUSA | 115547 | ECF114 | #|o96 | !Xdl | Unc2qu6w,NA,KX771236.1,"Uncultured archaeon clone Kili_07D_N7_18S_p1 16S ribosomal RNA             gene, partial sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"periglacial environment on the top of
                     Mt. Kilimanjaro",Tanzania,Kili_07D_N7_18S_p1,NA,NA,environmental,environmental (KX771236)
Unc04bfw,ASV_3464,0.05922,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,KC505263,KC505263;F714269,C11)0 | 2310357..2311868 | 1-4392288 | F714269 | 21677857 | mDn[G] | FA.; ;  | CUSA | 709991 | splanchn | BF651/6)@ | D8D5C | ZE.-H | iyA{; | Unc04bfw | KC505263 | An0 | IENA; RDP; | A2-70 | W.G. Hu | 1..914 | 1-914 | 115547 | permaforst | ARB_FEC30D41 | {lR; | 5vl_; | %zm^ | g`m^,NA,KC505263.1,"Uncultured archaeon clone A2-70 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,"permafrost soil from Kunlun Mountains
                     Pass, Mt. Kunlun",China: Qinghai-Tibet Plateau,A2-70,NA,NA,soil,soil (KC505263)
UncHa355,ASV_3464,0.0768,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,EF690592,EF690592,"Dsoil | E2008)0 | 1..1442 | 1-1442 | 2508, | 160804 | QDured | $CBED | x@y{{ | UUhF | ?qiR | :zR\ | 7/se | j.1v | UncHa355 | EF690592 | ENA; R | cantara | %B;  | TX4CA_37 | TX4CA_37 | Dsoil | E2008)0 | 1..1435 | 1-1435 | 2508, | 160804 | D0805 | F1N26568",NA,EF690592.1,"Uncultured haloarchaeon clone TX4CA_37 16S ribosomal RNA gene,             partial sequence.",uncultured haloarchaeon,uncultured haloarchaeon             Archaea; Methanobacteriati; Methanobacteriota; Stenosarchaea group;             Halobacteria; Halobacteriales; Halobacteriaceae; environmental             samples.,alkaline-saline soil,,TX4CA_37,NA,NA,soil; alkaline; saline,soil; alkaline; saline (EF690592)
UncA6577,ASV_3464,0.11272,Thermoplasmatota_plus_Nanoarchaeota,Thermoplasmatota_cl_and_minor,Thermoplasmatota,Thermoplasmatota_cl,EU420676,EU420676;J159467.113,"Cens0 | 1..1363 | 1-1363 | Ftgtrca | J159467.113 | D; ;  | (NIH) | 77133 | NCies@ | E9A38D | 8md | RqoN | Zk'B | G{h_ | UncA6577 | EU420676 | An0 | ENA; R | G-H.; ;  | KM07-Aa-5 | KM07-Aa-5 | 1..1454 | 1-1454 | ]iG-H.; ;  | 402, | =-A. | 115547 | E089C9 | Yz+U",NA,EU420676.1,"Uncultured archaeon clone KM07-Aa-5 16S ribosomal RNA gene, partial             sequence.",uncultured archaeon,uncultured archaeon             Archaea; environmental samples.,Kao-Mei Wetland,,KM07-Aa-5,NA,NA,peat/wetland,peat/wetland (EU420676)
